chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
W+0_RB2in_S09,0,9,2,1.99397,14879,0.0121951,1.00417,2.00229,131,Col,89.25020599366667
W+0_RB2out_S09,0,9,2,1.91686,12611,0.00197598,1.00381,1.92417,131,Col,88.125526428
W+0_RB3+_S09,0,9,3,2.03293,5926,0.00926244,1.00206,2.03713,131,Col,93.503013611
W+0_RB3-_S09,0,9,3,2.32068,7273,0.00574346,1.00224,2.32587,131,Col,94.222484589
W+0_RB4_S09,0,9,4,1.93071,5601,0.0037918,1.00138,1.93338,131,Col,91.34361648550001
W+0_RB1in_S10,0,10,1,2.06263,17390,0.00925157,1.00609,2.07518,131,Col,86.22447967549999
W+0_RB1out_S10,0,10,1,2.02972,15231,0.0153252,1.00684,2.04361,131,Col,85.7081108095
W+0_RB2in_S10,0,10,2,1.89518,13524,0.00826794,1.00366,1.90211,131,Col,86.51445007333332
W+0_RB2out_S10,0,10,2,2.00844,12615,0.0109855,1.00303,2.01453,131,Col,86.69969177249999
W+0_RB3+_S10,0,10,3,1.95752,5622,0.00940111,1.00139,1.96025,131,Col,91.27803421050001
W+0_RB3-_S10,0,10,3,1.93042,5299,0.00765027,1.00146,1.93324,131,Col,85.00497055049999
W+0_RB4+_S10,0,10,4,1.84655,5752,0.00770465,1.00129,1.84892,131,Col,89.153980255
W+0_RB4-_S10,0,10,4,1.63532,5686,0.00546448,1.00173,1.63814,131,Col,95.39944839500001
W+0_RB1in_S11,0,11,1,2.18221,18132,0.00637863,1.00447,2.19197,131,Col,83.692047119
W+0_RB1out_S11,0,11,1,2.14395,16189,0.00450271,1.00452,2.15365,131,Col,85.71823120100001
W+0_RB2in_S11,0,11,2,1.97334,14581,0.0135336,1.00326,1.97977,131,Col,88.46213022900001
W+0_RB2out_S11,0,11,2,1.91696,12581,0.0234649,1.00275,1.92223,131,Col,87.45572280900001
W+0_RB3+_S11,0,11,3,1.81197,5387,0.00538177,1.00034,1.81258,131,Col,92.725276947
W+0_RB3-_S11,0,11,3,1.92851,4775,0.00928918,1.0,1.92851,131,Col,75.2237071995
W+0_RB4_S11,0,11,4,1.69923,5045,0.00774672,1.00135,1.70152,131,Col,92.89185714749999
W+0_RB1in_S12,0,12,1,2.0632,17401,0.00687693,1.00369,2.07081,131,Col,85.267486572
W+0_RB1out_S12,0,12,1,2.02879,15433,0.00815039,1.00383,2.03655,131,Col,85.817111969
W+0_RB2in_S12,0,12,2,2.00459,14427,0.0100042,1.00335,2.01129,131,Col,88.95948028566666
W+0_RB2out_S12,0,12,2,1.94662,12581,0.00820053,1.0042,1.95479,131,Col,88.456653595
W+0_RB3+_S12,0,12,3,1.94394,5756,0.00236407,1.00101,1.94591,131,Col,92.63694763149999
W+0_RB3-_S12,0,12,3,2.0404,5858,0.0118426,1.00105,2.04254,131,Col,92.2419281005
W+0_RB4+_S12,0,12,4,1.99548,5735,0.00417537,1.00035,1.99617,131,Col,94.7882728575
W+0_RB4-_S12,0,12,4,1.78297,3245,0.00714286,1.00055,1.78395,131,Col,90.809322357
W+1_RB1in_S01,1,1,1,1.91052,14497,0.00685293,1.00597,1.92191,131,Col,84.074245453
W+1_RB1out_S01,1,1,1,2.04158,13011,0.00957163,1.00441,2.05059,131,Col,80.8852539065
W+1_RB2in_S01,1,1,2,1.65697,10144,0.00522705,1.00377,1.66322,131,Col,76.55491383866666
W+1_RB2out_S01,1,1,2,1.91778,12013,0.00542784,1.00433,1.92609,131,Col,89.7478294375
W+1_RB3+_S01,1,1,3,1.86856,5075,0.00441826,1.00037,1.86924,131,Col,93.10535812399999
W+1_RB3-_S01,1,1,3,1.92989,5643,0.00170999,1.00068,1.93121,131,Col,91.3129959105
W+1_RB4+_S01,1,1,4,1.844,5071,0.00981818,1.00073,1.84534,131,Col,78.636363983
W+1_RB4-_S01,1,1,4,1.73651,4086,0.00849979,1.0017,1.73946,131,Col,50.0
W+1_RB1in_S02,1,2,1,2.29377,21027,0.00807243,1.0067,2.30914,131,Col,83.34980011
W+1_RB1out_S02,1,2,1,2.17812,18037,0.00881536,1.00559,2.19029,131,Col,83.4388236995
W+1_RB2in_S02,1,2,2,1.92753,15293,0.00731031,1.00469,1.93656,131,Col,88.16694895433334
W+1_RB2out_S02,1,2,2,2.12793,14887,0.00829045,1.0059,2.14047,131,Col,88.199356079
W+1_RB3+_S02,1,2,3,1.83941,5853,0.0103708,1.00031,1.83999,131,Col,88.826499939
W+1_RB3-_S02,1,2,3,1.83028,6093,0.00781015,1.0009,1.83193,131,Col,92.059627533
W+1_RB4+_S02,1,2,4,1.77429,5825,0.00487359,1.00122,1.77646,131,Col,84.2105255125
W+1_RB4-_S02,1,2,4,1.71305,4173,0.0090312,1.00082,1.71446,131,Col,89.285713196
W+1_RB1in_S03,1,3,1,2.05066,15421,0.0101064,1.00696,2.06494,131,Col,81.3639259335
W+1_RB1out_S03,1,3,1,1.51255,9098,0.00665004,1.00535,1.52064,131,Col,71.420475006
W+1_RB2in_S03,1,3,2,2.22606,15598,0.00913372,1.00502,2.23723,131,Col,88.79115041099999
W+1_RB2out_S03,1,3,2,1.87888,11572,0.00487092,1.00473,1.88777,131,Col,86.909088135
W+1_RB3+_S03,1,3,3,1.78684,4753,0.00526316,1.00038,1.78751,131,Col,92.734992981
W+1_RB3-_S03,1,3,3,1.83834,5504,0.00367401,1.00033,1.83896,131,Col,91.4047088625
W+1_RB4+_S03,1,3,4,1.65073,4419,0.000373552,1.00187,1.65382,131,Col,89.352989197
W+1_RB4-_S03,1,3,4,1.69349,4420,0.00651341,1.00153,1.69609,131,Col,73.5177879335
W+1_RB1in_S04,1,4,1,1.96187,12399,0.0096519,1.00557,1.97279,131,Col,81.8038368225
W+1_RB1out_S04,1,4,1,1.96312,11178,0.00421496,1.00352,1.97004,131,Col,83.1542778015
W+1_RB2in_S04,1,4,2,1.9832,9087,0.0146224,1.0035,1.99014,131,Col,71.15908813466667
W+1_RB2out_S04,1,4,2,1.6281,7867,0.00889901,1.00332,1.63351,131,Col,85.845539093
W+1_RB3+_S04,1,4,3,1.60047,3393,0.00141509,1.00142,1.60274,131,Col,90.4001312255
W+1_RB3-_S04,1,4,3,1.68756,3716,0.00544959,1.00182,1.69063,131,Col,89.32638549800001
W+1_RB4++_S04,1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+1_RB4+_S04,1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+1_RB4--_S04,1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+1_RB4-_S04,1,4,4,0.0,0,0.0,0.0,0.0,131,Col,0.0
W+1_RB1in_S05,1,5,1,2.37255,17825,0.010382,1.0071,2.38941,131,Col,82.1723442075
W+1_RB1out_S05,1,5,1,2.14277,13748,0.0098192,1.00643,2.15655,131,Col,78.383068085
W+1_RB2in_S05,1,5,2,2.06121,13740,0.020402,1.00452,2.07052,131,Col,88.85286967
W+1_RB2out_S05,1,5,2,1.86303,10677,0.0123888,1.00333,1.86922,131,Col,86.7308273315
W+1_RB3+_S05,1,5,3,1.86411,4966,0.00675676,1.00188,1.86762,131,Col,93.073364258
W+1_RB3-_S05,1,5,3,1.81024,4846,0.0130743,1.00337,1.81634,131,Col,88.55616760250001
W+1_RB4+_S05,1,5,4,1.80755,4020,0.0170863,1.0009,1.80918,131,Col,94.82758712750001
W+1_RB4-_S05,1,5,4,1.76516,4337,0.00814001,1.00163,1.76804,131,Col,91.521736145
W+1_RB1in_S06,1,6,1,2.0832,15299,0.00980392,1.00465,2.09289,131,Col,80.958580017
W+1_RB1out_S06,1,6,1,2.36953,14947,0.00871909,1.0051,2.38161,131,Col,78.6106643675
W+1_RB2in_S06,1,6,2,2.13056,13757,0.00619483,1.00404,2.13917,131,Col,88.25740814233335
W+1_RB2out_S06,1,6,2,1.93885,11193,0.00363762,1.00313,1.94492,131,Col,88.172904968
W+1_RB3+_S06,1,6,3,1.78984,4650,0.00731332,1.00193,1.79329,131,Col,89.452220917
W+1_RB3-_S06,1,6,3,2.01167,5172,0.0116686,1.00234,2.01637,131,Col,89.25173187249999
W+1_RB4+_S06,1,6,4,1.72012,3872,0.00621946,1.00178,1.72319,131,Col,77.2727279665
W+1_RB4-_S06,1,6,4,1.64593,4207,0.00704225,1.00039,1.64658,131,Col,85.714286804
W+1_RB1in_S07,1,7,1,1.9653,14103,0.0100334,1.00603,1.97715,131,Col,82.6576271055
W+1_RB1out_S07,1,7,1,1.99984,12765,0.00767664,1.00551,2.01087,131,Col,82.419597626
W+1_RB2in_S07,1,7,2,1.95861,12494,0.0100329,1.00425,1.96694,131,Col,87.90434773766667
W+1_RB2out_S07,1,7,2,1.94669,11211,0.00781386,1.00489,1.9562,131,Col,88.32889175400001
W+1_RB3+_S07,1,7,3,2.19095,5714,0.0283742,1.00385,2.19938,131,Col,92.4423294065
W+1_RB3-_S07,1,7,3,1.82163,4902,0.00668896,1.00074,1.82298,131,Col,90.7981987
W+1_RB4+_S07,1,7,4,1.95734,4267,0.0123853,1.00276,1.96274,131,Col,87.0
W+1_RB4-_S07,1,7,4,2.32361,5658,0.00657084,1.0,2.32361,131,Col,85.416667938
W+1_RB1in_S08,1,8,1,2.24136,16530,0.00962712,1.00655,2.25604,131,Col,78.45083618199999
W+1_RB1out_S08,1,8,1,2.18849,14873,0.0117716,1.00592,2.20145,131,Col,82.2548866275
W+1_RB2in_S08,1,8,2,1.89979,12854,0.011676,1.00282,1.90514,131,Col,88.26854197166666
W+1_RB2out_S08,1,8,2,2.1664,12004,0.0108284,1.00435,2.17582,131,Col,82.98261642450001
W+1_RB3+_S08,1,8,3,1.81915,5281,0.0230796,1.00103,1.82103,131,Col,93.5736503605
W+1_RB3-_S08,1,8,3,2.15872,5658,0.00724914,1.0,2.15872,131,Col,88.15863800049999
W+1_RB4+_S08,1,8,4,1.78263,3469,0.0113052,1.00051,1.78355,131,Col,95.0
W+1_RB4-_S08,1,8,4,1.74972,4754,0.00331248,1.00037,1.75037,131,Col,78.571430206
W+1_RB1in_S09,1,9,1,2.14402,16123,0.00518617,1.00683,2.15866,131,Col,81.32356643649999
W+1_RB1out_S09,1,9,1,1.82408,12380,0.00648298,1.00727,1.83734,131,Col,81.05829620349999
W+1_RB2in_S09,1,9,2,1.49215,9411,0.00903758,1.00366,1.49761,131,Col,78.14726257333334
W+1_RB2out_S09,1,9,2,1.6159,8700,0.0486627,1.00373,1.62192,131,Col,75.9579963685
W+1_RB3+_S09,1,9,3,1.85924,4557,0.00448796,1.00123,1.86152,131,Col,87.1085014345
W+1_RB3-_S09,1,9,3,1.85301,4488,0.00701899,1.00041,1.85378,131,Col,75.621421814
W+1_RB4_S09,1,9,4,1.81328,5215,0.00799722,1.00244,1.81771,131,Col,94.60218048050001
W+1_RB1in_S10,1,10,1,2.03556,14595,0.00292887,1.00646,2.04871,131,Col,80.321712494
W+1_RB1out_S10,1,10,1,2.08546,13568,0.00522595,1.00525,2.09642,131,Col,82.562950134
W+1_RB2in_S10,1,10,2,1.84902,11867,0.00483017,1.00438,1.85712,131,Col,88.59297180166668
W+1_RB2out_S10,1,10,2,1.91907,10789,0.00764852,1.00447,1.92764,131,Col,88.25490570049999
W+1_RB3+_S10,1,10,3,1.96367,5351,0.00477064,1.00184,1.96728,131,Col,91.9461822505
W+1_RB3-_S10,1,10,3,1.82035,4418,0.00123609,1.0,1.82035,131,Col,90.388370514
W+1_RB4+_S10,1,10,4,1.77942,5792,0.00491551,1.00246,1.7838,131,Col,96.30404281599999
W+1_RB4-_S10,1,10,4,1.83792,5012,0.00403374,1.0011,1.83994,131,Col,88.867687225
W+1_RB1in_S11,1,11,1,2.17086,16212,0.0057579,1.00484,2.18138,131,Col,81.23674774150001
W+1_RB1out_S11,1,11,1,2.03804,12589,0.00469484,1.00439,2.04699,131,Col,76.598510742
W+1_RB2in_S11,1,11,2,1.79701,11783,0.00320268,1.00352,1.80334,131,Col,87.11373647033334
W+1_RB2out_S11,1,11,2,2.02875,11712,0.00415728,1.0033,2.03545,131,Col,86.331012726
W+1_RB3+_S11,1,11,3,2.00514,5462,0.00550661,1.00184,2.00883,131,Col,92.7736320495
W+1_RB3-_S11,1,11,3,1.91579,5073,0.00793051,1.00113,1.91796,131,Col,88.77049255349999
W+1_RB4_S11,1,11,4,1.81347,4929,0.00441501,1.00074,1.8148,131,Col,96.412036896
W+1_RB1in_S12,1,12,1,1.99516,14012,0.010252,1.00458,2.00429,131,Col,76.704029083
W+1_RB1out_S12,1,12,1,1.98622,13552,0.00571596,1.00427,1.9947,131,Col,82.38072586050001
W+1_RB2in_S12,1,12,2,1.9822,13138,0.0054315,1.00348,1.9891,131,Col,85.84413147
W+1_RB2out_S12,1,12,2,1.5231,7946,0.00575043,1.00366,1.52866,131,Col,75.816913605
W+1_RB3+_S12,1,12,3,1.89863,5282,0.00898634,1.00108,1.90068,131,Col,91.20750808700001
W+1_RB3-_S12,1,12,3,1.87381,5138,0.00510576,1.00219,1.87792,131,Col,91.429317474
W+1_RB4+_S12,1,12,4,2.00074,5416,0.0088659,1.00185,2.00444,131,Col,86.9565200805
W+1_RB4-_S12,1,12,4,1.65389,3020,0.00219058,1.00055,1.65479,131,Col,79.8076934815
W+2_RB1in_S01,2,1,1,2.84654,15266,0.00988253,1.00525,2.86148,131,Col,53.343477249
W+2_RB1out_S01,2,1,1,1.55435,6463,0.0117845,1.00459,1.56149,131,Col,49.332288742
W+2_RB2in_S01,2,1,2,1.76668,9003,0.0147174,1.00414,1.77399,131,Col,64.257045746
W+2_RB2out_S01,2,1,2,1.70151,7308,0.0102445,1.0028,1.70628,131,Col,73.28267415366666
W+2_RB3+_S01,2,1,3,1.89699,4217,0.00674764,1.00135,1.89955,131,Col,90.4323654175
W+2_RB3-_S01,2,1,3,1.30471,2659,0.0103042,1.00098,1.30599,131,Col,78.56641006449999
W+2_RB4+_S01,2,1,4,1.6122,3118,0.00775595,1.00052,1.61304,131,Col,55.0
W+2_RB4-_S01,2,1,4,1.7095,3472,0.009355,1.0,1.7095,131,Col,0.0
W+2_RB1in_S02,2,2,1,1.97258,11437,0.0179372,1.00346,1.9794,131,Col,52.910945892499996
W+2_RB1out_S02,2,2,1,1.75182,8661,0.0101133,1.00488,1.76037,131,Col,50.8443603515
W+2_RB2in_S02,2,2,2,2.04507,12070,0.0084717,1.00494,2.05517,131,Col,79.472167969
W+2_RB2out_S02,2,2,2,2.00367,10930,0.0146654,1.00276,2.00919,131,Col,82.88184356666666
W+2_RB3+_S02,2,2,3,1.70011,4524,0.00714017,1.00151,1.70267,131,Col,91.9336395265
W+2_RB3-_S02,2,2,3,1.76489,4534,0.0221876,1.00039,1.76558,131,Col,90.14316558799999
W+2_RB4+_S02,2,2,4,1.81418,4657,0.0167511,1.00117,1.8163,131,Col,33.333332062
W+2_RB4-_S02,2,2,4,1.78458,3612,0.0148221,1.00297,1.78989,131,Col,10.0
W+2_RB1in_S03,2,3,1,1.96925,9671,0.00875585,1.00532,1.97973,131,Col,50.4484996795
W+2_RB1out_S03,2,3,1,1.97761,8919,0.00842572,1.00334,1.9842,131,Col,56.646783828500006
W+2_RB2in_S03,2,3,2,1.91117,9789,0.00800469,1.00412,1.91904,131,Col,76.367794037
