chamber,wheel,sector,station,avg_cluster_size,occupancy,avg_bx_dist,avg_no_of_clusters,avg_multiplicity,lumisections,type,avg_efficiency
W+0_RB3+_S05,0,5,3,1.69038,48749,0.11051,1.00135,1.69267,2346,Col,92.402568817
W+0_RB3-_S05,0,5,3,1.87405,57316,0.05565,1.00101,1.87595,2346,Col,94.6495552065
W+0_RB4+_S05,0,5,4,1.56625,38951,0.12791,1.00113,1.56801,2346,Col,94.5694046025
W+0_RB4-_S05,0,5,4,1.65564,44482,0.118063,1.00138,1.65792,2346,Col,92.73204040499999
W+0_RB1in_S06,0,6,1,2.27996,188856,0.0614852,1.00569,2.29294,2346,Col,87.821620941
W+0_RB1out_S06,0,6,1,2.19282,164343,0.0472874,1.00504,2.20388,2346,Col,88.93888855
W+0_RB2in_S06,0,6,2,2.28061,168505,0.0758736,1.00413,2.29003,2346,Col,92.158416748
W+0_RB2out_S06,0,6,2,2.06646,134204,0.0744334,1.00405,2.07483,2346,Col,90.744670868
W+0_RB3+_S06,0,6,3,1.83999,54081,0.0556274,1.00102,1.84187,2346,Col,93.74553298949999
W+0_RB3-_S06,0,6,3,1.75293,52381,0.106753,1.00107,1.75481,2346,Col,93.60187912
W+0_RB4+_S06,0,6,4,1.66237,41885,0.0657247,1.00187,1.66547,2346,Col,95.79747772249999
W+0_RB4-_S06,0,6,4,1.6856,49469,0.106753,1.00154,1.68819,2346,Col,95.89882659899999
W+0_RB1in_S07,0,7,1,2.12804,174593,0.0239871,1.00528,2.13928,2346,Col,88.514102936
W+0_RB1out_S07,0,7,1,2.26967,158593,0.00589624,1.00444,2.27975,2346,Col,86.3647003175
W+0_RB2in_S07,0,7,2,2.23871,160464,0.00489697,1.00394,2.24752,2346,Col,91.95842742933333
W+0_RB2out_S07,0,7,2,2.11168,131661,0.00705705,1.00367,2.11943,2346,Col,88.57151794449999
W+0_RB3+_S07,0,7,3,2.25091,65317,0.00379075,1.00086,2.25285,2346,Col,94.73090744
W+0_RB3-_S07,0,7,3,1.96439,58093,0.00348291,1.00132,1.96699,2346,Col,93.42405700699999
W+0_RB4+_S07,0,7,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+0_RB4-_S07,0,7,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+0_RB1in_S08,0,8,1,1.95832,165069,0.0220545,1.00548,1.96905,2346,Col,85.2509651185
W+0_RB1out_S08,0,8,1,2.18873,169758,0.0249742,1.00479,2.19922,2346,Col,88.441169739
W+0_RB2in_S08,0,8,2,2.29708,170427,0.0158371,1.00439,2.30715,2346,Col,91.768427531
W+0_RB2out_S08,0,8,2,2.03086,134132,0.0049813,1.0042,2.03938,2346,Col,90.85187912
W+0_RB3+_S08,0,8,3,2.06473,60321,0.00571624,1.0012,2.0672,2346,Col,88.2432632445
W+0_RB3-_S08,0,8,3,1.7879,53712,0.00915385,1.00073,1.78921,2346,Col,94.22085571299999
W+0_RB4+_S08,0,8,4,1.68466,33459,0.00604199,1.00086,1.6861,2346,Col,96.0373802185
W+0_RB4-_S08,0,8,4,2.07803,60188,0.00479906,1.00128,2.08069,2346,Col,95.50462722750001
W+0_RB1in_S09,0,9,1,2.12788,172514,0.003318,1.00549,2.13958,2346,Col,86.7911109925
W+0_RB1out_S09,0,9,1,2.14048,152905,0.0175964,1.00456,2.15023,2346,Col,85.381221771
W+0_RB2in_S09,0,9,2,2.02353,151196,0.010399,1.00383,2.03128,2346,Col,91.48484039333333
W+0_RB2out_S09,0,9,2,1.92482,126484,0.00241965,1.00376,1.93206,2346,Col,90.164009094
W+0_RB3+_S09,0,9,3,2.03515,59864,0.00914499,1.00123,2.03765,2346,Col,94.5808753965
W+0_RB3-_S09,0,9,3,2.3744,73350,0.00676551,1.00107,2.37694,2346,Col,95.46544647249999
W+0_RB4_S09,0,9,4,1.90639,56780,0.00614424,1.00158,1.90941,2346,Col,94.8900604245
W+0_RB1in_S10,0,10,1,2.05655,172164,0.0050648,1.00542,2.06769,2346,Col,88.3660430905
W+0_RB1out_S10,0,10,1,2.02259,151492,0.0143792,1.00476,2.03222,2346,Col,88.41099548349999
W+0_RB2in_S10,0,10,2,1.91701,136786,0.00434454,1.00383,1.92434,2346,Col,88.99033864333335
W+0_RB2out_S10,0,10,2,2.05567,130247,0.00719697,1.00375,2.06338,2346,Col,88.65823745750001
W+0_RB3+_S10,0,10,3,1.95268,57317,0.00517835,1.00106,1.95474,2346,Col,93.2391204835
W+0_RB3-_S10,0,10,3,1.8967,52127,0.00509406,1.00117,1.89891,2346,Col,87.028930664
W+0_RB4+_S10,0,10,4,1.8251,58416,0.0054988,1.00163,1.82807,2346,Col,91.2071647645
W+0_RB4-_S10,0,10,4,1.67524,57655,0.00415504,1.00213,1.6788,2346,Col,95.236743927
W+0_RB1in_S11,0,11,1,2.21096,180041,0.0043104,1.00548,2.22309,2346,Col,86.476383209
W+0_RB1out_S11,0,11,1,2.12047,156323,0.00478832,1.0047,2.13044,2346,Col,88.05199813850001
W+0_RB2in_S11,0,11,2,1.99275,143468,0.00877839,1.00333,1.99939,2346,Col,89.89122263566667
W+0_RB2out_S11,0,11,2,1.93023,122471,0.0184873,1.00334,1.93667,2346,Col,88.690677643
W+0_RB3+_S11,0,11,3,1.80781,53596,0.00411509,1.00101,1.80964,2346,Col,94.4020614625
W+0_RB3-_S11,0,11,3,1.91226,45684,0.00594391,1.00054,1.91331,2346,Col,76.09315681449999
W+0_RB4_S11,0,11,4,1.76066,49737,0.0067613,1.00145,1.76322,2346,Col,92.17458724950001
W+0_RB1in_S12,0,12,1,2.09237,175895,0.0037471,1.00573,2.10436,2346,Col,88.242446899
W+0_RB1out_S12,0,12,1,2.02568,153269,0.00543198,1.00518,2.03617,2346,Col,89.154373169
W+0_RB2in_S12,0,12,2,2.0293,146045,0.0056275,1.00402,2.03746,2346,Col,90.91803741466667
W+0_RB2out_S12,0,12,2,1.97332,127960,0.00549001,1.00389,1.98099,2346,Col,90.8535461425
W+0_RB3+_S12,0,12,3,1.9293,58236,0.00364419,1.00106,1.93135,2346,Col,94.04201507600001
W+0_RB3-_S12,0,12,3,2.12548,61960,0.00404789,1.0011,2.12782,2346,Col,93.7556800845
W+0_RB4+_S12,0,12,4,2.01521,58943,0.0060173,1.00161,2.01846,2346,Col,96.0244140625
W+0_RB4-_S12,0,12,4,1.83563,34565,0.0039299,1.00096,1.83739,2346,Col,91.8656349185
W+1_RB1in_S01,1,1,1,1.92918,146573,0.00335628,1.00569,1.94016,2346,Col,86.46595001200001
W+1_RB1out_S01,1,1,1,2.05116,131102,0.004193,1.00434,2.06006,2346,Col,83.592185974
W+1_RB2in_S01,1,1,2,1.71262,104530,0.00463668,1.00373,1.71902,2346,Col,77.78054046633333
W+1_RB2out_S01,1,1,2,1.91188,119716,0.00298641,1.00415,1.91982,2346,Col,91.184017181
W+1_RB3+_S01,1,1,3,1.9531,55964,0.00191945,1.00112,1.95528,2346,Col,94.7185020445
W+1_RB3-_S01,1,1,3,1.99057,58268,0.00242553,1.00137,1.9933,2346,Col,92.78652191149999
W+1_RB4+_S01,1,1,4,1.891,53328,0.00312046,1.00142,1.89368,2346,Col,86.3539772035
W+1_RB4-_S01,1,1,4,1.76779,39747,0.00373599,1.00174,1.77086,2346,Col,75.78998565699999
W+1_RB1in_S02,1,2,1,2.31951,216169,0.00480707,1.00574,2.33283,2346,Col,87.00436019899999
W+1_RB1out_S02,1,2,1,2.16077,182114,0.00530362,1.00524,2.17208,2346,Col,86.91020584099999
W+1_RB2in_S02,1,2,2,1.94995,158047,0.00399743,1.00429,1.95831,2346,Col,89.93089294466665
W+1_RB2out_S02,1,2,2,2.16692,155310,0.00408801,1.00489,2.17753,2346,Col,90.4887123105
W+1_RB3+_S02,1,2,3,1.88217,62774,0.0044675,1.00081,1.88369,2346,Col,90.52836990349999
W+1_RB3-_S02,1,2,3,1.82175,61147,0.0481454,1.00134,1.82419,2346,Col,93.68785476650001
W+1_RB4+_S02,1,2,4,1.75641,59277,0.049157,1.00113,1.75839,2346,Col,86.8930931095
W+1_RB4-_S02,1,2,4,1.7289,42887,0.00233814,1.00149,1.73148,2346,Col,80.78168487549999
W+1_RB1in_S03,1,3,1,2.06528,156387,0.091136,1.00603,2.07774,2346,Col,85.0695610045
W+1_RB1out_S03,1,3,1,1.52633,91398,0.0802425,1.00498,1.53394,2346,Col,74.498821259
W+1_RB2in_S03,1,3,2,2.25851,158464,0.0275074,1.00435,2.26834,2346,Col,90.04539744066666
W+1_RB2out_S03,1,3,2,1.87828,115597,0.028175,1.00428,1.88631,2346,Col,88.862537384
W+1_RB3+_S03,1,3,3,1.86013,50177,0.00355885,1.00122,1.86241,2346,Col,94.5199165345
W+1_RB3-_S03,1,3,3,1.85307,56222,0.00349374,1.00106,1.85502,2346,Col,93.2238540645
W+1_RB4+_S03,1,3,4,1.66825,45076,0.00259067,1.00148,1.67072,2346,Col,90.5637168885
W+1_RB4-_S03,1,3,4,1.68931,46647,0.00271611,1.00145,1.69176,2346,Col,79.95222091650001
W+1_RB1in_S04,1,4,1,1.95799,117953,0.1074,1.005,1.96779,2346,Col,84.60809326149999
W+1_RB1out_S04,1,4,1,1.95411,105401,0.0601987,1.00382,1.96157,2346,Col,85.088291168
W+1_RB2in_S04,1,4,2,1.99267,87783,0.0439244,1.00323,1.99911,2346,Col,74.140179952
W+1_RB2out_S04,1,4,2,1.66522,78207,0.0390929,1.0038,1.67155,2346,Col,88.9630737305
W+1_RB3+_S04,1,4,3,1.59654,32801,0.0750061,1.00083,1.59787,2346,Col,93.1092338565
W+1_RB3-_S04,1,4,3,1.7056,37634,0.00185815,1.00082,1.70699,2346,Col,92.48147583
W+1_RB4++_S04,1,4,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+1_RB4+_S04,1,4,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+1_RB4--_S04,1,4,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+1_RB4-_S04,1,4,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+1_RB1in_S05,1,5,1,2.06879,144286,0.0712749,1.00557,2.08031,2346,Col,80.99879455600001
W+1_RB1out_S05,1,5,1,2.16006,136170,0.0779822,1.0048,2.17042,2346,Col,82.01089477549999
W+1_RB2in_S05,1,5,2,2.08115,137899,0.0855858,1.00402,2.08951,2346,Col,90.96648152633334
W+1_RB2out_S05,1,5,2,1.84694,104293,0.0862967,1.00421,1.85472,2346,Col,88.6074676515
W+1_RB3+_S05,1,5,3,1.89724,50975,0.116607,1.00093,1.89901,2346,Col,94.7775382995
W+1_RB3-_S05,1,5,3,1.83498,47704,0.0626995,1.00104,1.83689,2346,Col,88.83192062399999
W+1_RB4+_S05,1,5,4,1.82892,41542,0.0801268,1.0015,1.83166,2346,Col,79.145061493
W+1_RB4-_S05,1,5,4,1.75957,44971,0.0660067,1.00145,1.76212,2346,Col,94.845436096
W+1_RB1in_S06,1,6,1,2.10171,150346,0.004026,1.00571,2.11371,2346,Col,83.9122924805
W+1_RB1out_S06,1,6,1,2.41088,149829,0.0309267,1.00487,2.42261,2346,Col,82.54283905049999
W+1_RB2in_S06,1,6,2,2.13133,139097,0.0296339,1.00398,2.13982,2346,Col,90.20675659166666
W+1_RB2out_S06,1,6,2,1.92526,111105,0.0309657,1.00414,1.93324,2346,Col,90.24993515
W+1_RB3+_S06,1,6,3,1.80438,48240,0.00482514,1.00094,1.80607,2346,Col,93.345516205
W+1_RB3-_S06,1,6,3,2.00011,53649,0.0633412,1.0009,2.0019,2346,Col,92.80012512249999
W+1_RB4+_S06,1,6,4,1.76324,40133,0.00966566,1.00163,1.76611,2346,Col,83.595386505
W+1_RB4-_S06,1,6,4,1.645,42247,0.0658827,1.00168,1.64776,2346,Col,82.1977996825
W+1_RB1in_S07,1,7,1,2.01422,145725,0.00727042,1.00552,2.02534,2346,Col,85.947742462
W+1_RB1out_S07,1,7,1,2.03088,131321,0.00576846,1.00479,2.0406,2346,Col,85.6347084045
W+1_RB2in_S07,1,7,2,1.98508,129159,0.00806885,1.0044,1.99381,2346,Col,90.77426401800001
W+1_RB2out_S07,1,7,2,1.95729,114429,0.00540513,1.00395,1.96502,2346,Col,91.2943305965
W+1_RB3+_S07,1,7,3,2.32077,60955,0.0385684,1.0013,2.32378,2346,Col,94.63565444950001
W+1_RB3-_S07,1,7,3,1.7884,47584,0.010035,1.00132,1.79076,2346,Col,92.699718475
W+1_RB4+_S07,1,7,4,1.96784,42950,0.00852195,1.00069,1.96919,2346,Col,86.84146499650001
W+1_RB4-_S07,1,7,4,2.39274,58572,0.00723069,1.00123,2.39568,2346,Col,88.3894462585
W+1_RB1in_S08,1,8,1,2.25089,167608,0.00476747,1.00609,2.26461,2346,Col,82.5452041625
W+1_RB1out_S08,1,8,1,2.20555,150551,0.00571345,1.00586,2.21849,2346,Col,85.8992538455
W+1_RB2in_S08,1,8,2,1.92377,129256,0.00586406,1.00391,1.9313,2346,Col,90.80508422866666
W+1_RB2out_S08,1,8,2,2.16212,120162,0.00498417,1.00381,2.17036,2346,Col,86.7929611205
W+1_RB3+_S08,1,8,3,1.81433,51975,0.015499,1.00122,1.81655,2346,Col,94.375629425
W+1_RB3-_S08,1,8,3,2.08712,54549,0.00623661,1.00111,2.08944,2346,Col,89.2248573305
W+1_RB4+_S08,1,8,4,1.87324,36324,0.0117065,1.00057,1.8743,2346,Col,87.71421814
W+1_RB4-_S08,1,8,4,1.79753,48830,0.00625805,1.00151,1.80025,2346,Col,88.2976417545
W+1_RB1in_S09,1,9,1,2.14749,162436,0.0047065,1.00552,2.15934,2346,Col,85.594676971
W+1_RB1out_S09,1,9,1,1.8569,124869,0.00646879,1.00475,1.86572,2346,Col,85.14138793949999
W+1_RB2in_S09,1,9,2,1.50179,93602,0.0066103,1.0032,1.5066,2346,Col,80.354960124
W+1_RB2out_S09,1,9,2,1.62041,87314,0.0400119,1.00369,1.62638,2346,Col,79.8325538635
W+1_RB3+_S09,1,9,3,1.89836,48300,0.00762489,1.0013,1.90083,2346,Col,88.31592941299999
W+1_RB3-_S09,1,9,3,1.93096,46316,0.00804636,1.001,1.93289,2346,Col,77.822227478
W+1_RB4_S09,1,9,4,1.88235,53312,0.00843867,1.00131,1.88482,2346,Col,93.40819931
W+1_RB1in_S10,1,10,1,2.0511,146789,0.00366096,1.00582,2.06303,2346,Col,84.1882324215
W+1_RB1out_S10,1,10,1,2.06747,132866,0.00459037,1.00504,2.07788,2346,Col,85.9313201905
W+1_RB2in_S10,1,10,2,1.86072,120305,0.00411414,1.00368,1.86757,2346,Col,90.51089477533333
W+1_RB2out_S10,1,10,2,1.96222,110771,0.0037554,1.00356,1.96919,2346,Col,90.325920105
W+1_RB3+_S10,1,10,3,1.9573,52440,0.00365781,1.00093,1.95913,2346,Col,94.18014526350001
W+1_RB3-_S10,1,10,3,1.88252,47080,0.0035987,1.00092,1.88426,2346,Col,91.3694458005
W+1_RB4+_S10,1,10,4,1.75475,55136,0.00318258,1.00242,1.759,2346,Col,96.4203414915
W+1_RB4-_S10,1,10,4,1.79843,51622,0.00358835,1.0022,1.80238,2346,Col,90.5125083925
W+1_RB1in_S11,1,11,1,2.1763,157414,0.00488034,1.00564,2.18859,2346,Col,84.23025512699999
W+1_RB1out_S11,1,11,1,2.06041,123198,0.00382988,1.0044,2.06948,2346,Col,79.124202728
W+1_RB2in_S11,1,11,2,1.81967,116799,0.00336517,1.00363,1.82627,2346,Col,89.507870992
W+1_RB2out_S11,1,11,2,1.98969,111003,0.00535948,1.004,1.99764,2346,Col,87.60149002099999
W+1_RB3+_S11,1,11,3,2.03569,52879,0.00419618,1.00119,2.03812,2346,Col,94.2091293335
W+1_RB3-_S11,1,11,3,1.92425,49486,0.00283859,1.00109,1.92635,2346,Col,89.9774513245
W+1_RB4_S11,1,11,4,1.84131,49697,0.00377918,1.00204,1.84507,2346,Col,95.17984390250001
W+1_RB1in_S12,1,12,1,2.03236,141928,0.00488301,1.00533,2.04319,2346,Col,79.7500953675
W+1_RB1out_S12,1,12,1,2.01097,135857,0.00913289,1.00536,2.02174,2346,Col,85.696876526
W+1_RB2in_S12,1,12,2,2.01787,132703,0.00483547,1.0036,2.02513,2346,Col,90.054875692
W+1_RB2out_S12,1,12,2,1.52921,77728,0.00379704,1.00351,1.53458,2346,Col,77.7734451295
W+1_RB3+_S12,1,12,3,1.90093,52498,0.00307781,1.0012,1.9032,2346,Col,92.4996185305
W+1_RB3-_S12,1,12,3,1.89028,50616,0.00339844,1.00101,1.89219,2346,Col,92.66828918499999
W+1_RB4+_S12,1,12,4,1.93549,51695,0.00505448,1.00161,1.93861,2346,Col,82.917503357
W+1_RB4-_S12,1,12,4,1.69343,29486,0.00264186,1.00057,1.6944,2346,Col,87.65176773050001
W+2_RB1in_S01,2,1,1,2.8989,153897,0.00614075,1.00401,2.91053,2346,Col,56.888179779
W+2_RB1out_S01,2,1,1,1.58671,66618,0.0058116,1.00303,1.59152,2346,Col,52.9582729335
W+2_RB2in_S01,2,1,2,1.80507,91627,0.00748606,1.00334,1.8111,2346,Col,66.400062561
W+2_RB2out_S01,2,1,2,1.76835,76695,0.00657121,1.00199,1.77186,2346,Col,77.51240793866667
W+2_RB3+_S01,2,1,3,1.90189,41583,0.0096963,1.00069,1.9032,2346,Col,92.20657730100001
W+2_RB3-_S01,2,1,3,1.3152,26333,0.0100889,1.0005,1.31586,2346,Col,79.8502845765
W+2_RB4+_S01,2,1,4,1.567,30428,0.00576784,1.00144,1.56926,2346,Col,58.095239639
W+2_RB4-_S01,2,1,4,1.76571,36732,0.0142768,1.0013,1.768,2346,Col,38.2034626005
W+2_RB1in_S02,2,2,1,2.04427,122233,0.0121753,1.00378,2.05199,2346,Col,56.715724945
W+2_RB1out_S02,2,2,1,1.7943,89909,0.00608685,1.00276,1.79926,2346,Col,54.9817295075
W+2_RB2in_S02,2,2,2,2.08463,124805,0.00529489,1.00355,2.09204,2346,Col,83.5027198795
W+2_RB2out_S02,2,2,2,2.0651,114675,0.00722132,1.00258,2.07043,2346,Col,86.402285258
W+2_RB3+_S02,2,2,3,1.75588,44984,0.00382529,1.00062,1.75698,2346,Col,93.9949073795
W+2_RB3-_S02,2,2,3,1.81089,47543,0.0198827,1.00111,1.81289,2346,Col,92.1387290955
W+2_RB4+_S02,2,2,4,1.80884,48475,0.0116422,1.00116,1.81093,2346,Col,66.007751465
W+2_RB4-_S02,2,2,4,1.82,37836,0.00745587,1.00111,1.82202,2346,Col,64.76190376299999
W+2_RB1in_S03,2,3,1,1.95439,98804,0.00569677,1.00395,1.96211,2346,Col,54.432592392000004
W+2_RB1out_S03,2,3,1,2.05228,95587,0.00579698,1.0039,2.06029,2346,Col,60.963722229
W+2_RB2in_S03,2,3,2,1.95739,102111,0.00536738,1.00339,1.96401,2346,Col,81.073982239
W+2_RB2out_S03,2,3,2,2.14433,100031,0.0087676,1.00277,2.15028,2346,Col,81.76477050799998
W+2_RB3+_S03,2,3,3,2.04074,42427,0.0778259,1.0014,2.04359,2346,Col,91.717731476
W+2_RB3-_S03,2,3,3,1.65951,38947,0.0691124,1.00094,1.66107,2346,Col,91.8056411745
W+2_RB4+_S03,2,3,4,1.84165,38402,0.00446,1.00144,1.8443,2346,Col,67.400602341
W+2_RB4-_S03,2,3,4,1.50531,33284,0.00542716,1.00091,1.50668,2346,Col,48.353658676
W+2_RB1in_S04,2,4,1,2.0069,101507,0.125625,1.00435,2.01563,2346,Col,55.2093334195
W+2_RB1out_S04,2,4,1,1.98179,93279,0.134423,1.00375,1.98923,2346,Col,60.3426532745
W+2_RB2in_S04,2,4,2,2.01358,100244,0.130062,1.00381,2.02125,2346,Col,80.30109787
W+2_RB2out_S04,2,4,2,1.81461,82514,0.208304,1.00251,1.81917,2346,Col,83.49372355166666
W+2_RB3+_S04,2,4,3,1.70946,36591,0.247139,1.00079,1.71082,2346,Col,93.02582550049999
W+2_RB3-_S04,2,4,3,1.76102,35835,0.156568,1.00113,1.76301,2346,Col,87.13697814950001
W+2_RB4++_S04,2,4,4,1.62394,21108,0.118326,1.00038,1.62457,2346,Col,84.62436675999999
W+2_RB4+_S04,2,4,4,1.6992,26256,0.197968,1.00084,1.70063,2346,Col,94.68486785900001
W+2_RB4--_S04,2,4,4,1.5805,20997,0.233195,1.0003,1.58098,2346,Col,70.483007431
W+2_RB4-_S04,2,4,4,1.80907,27630,0.109802,1.00046,1.8099,2346,Col,94.7738037105
W+2_RB1in_S05,2,5,1,2.03975,98730,0.0976799,1.00371,2.04732,2346,Col,54.705831527499996
W+2_RB1out_S05,2,5,1,2.3243,103643,0.0719876,1.00387,2.3333,2346,Col,60.27100372300001
W+2_RB2in_S05,2,5,2,1.89306,91959,0.0669864,1.00347,1.89963,2346,Col,80.316894531
W+2_RB2out_S05,2,5,2,1.9317,85161,0.0745588,1.00289,1.93728,2346,Col,82.83809661866667
W+2_RB3+_S05,2,5,3,1.8869,38589,0.00459635,1.00142,1.88958,2346,Col,92.08522033700001
W+2_RB3-_S05,2,5,3,1.92677,40518,0.145704,1.001,1.92869,2346,Col,91.813453674
W+2_RB4+_S05,2,5,4,1.7627,33382,0.00517478,1.001,1.76447,2346,Col,51.7482509615
W+2_RB4-_S05,2,5,4,1.80251,34363,0.0836655,1.0011,1.8045,2346,Col,60.165056228500006
W+2_RB1in_S06,2,6,1,1.97517,95608,0.0050408,1.00379,1.98266,2346,Col,54.390132904
W+2_RB1out_S06,2,6,1,1.97882,87917,0.00474915,1.00309,1.98494,2346,Col,59.6010227205
W+2_RB2in_S06,2,6,2,1.92571,91941,0.00680714,1.00353,1.93251,2346,Col,80.889259338
W+2_RB2out_S06,2,6,2,2.01305,85613,0.00660726,1.0025,2.01808,2346,Col,81.549695333
W+2_RB3+_S06,2,6,3,1.73603,36158,0.00187248,1.00101,1.73778,2346,Col,93.5525436405
W+2_RB3-_S06,2,6,3,1.82206,37979,0.00345423,1.00106,1.82398,2346,Col,92.3695602415
W+2_RB4+_S06,2,6,4,1.68333,31559,0.00378707,1.00117,1.6853,2346,Col,67.358802795
W+2_RB4-_S06,2,6,4,1.81153,36247,0.00624719,1.00155,1.81435,2346,Col,63.226602554500005
W+2_RB1in_S07,2,7,1,2.08783,101170,0.0384877,1.00344,2.09501,2346,Col,53.6950035095
W+2_RB1out_S07,2,7,1,2.09312,93376,0.0417386,1.00324,2.09989,2346,Col,59.553304672
W+2_RB2in_S07,2,7,2,2.02695,94695,0.0417826,1.00367,2.0344,2346,Col,0.0
W+2_RB2out_S07,2,7,2,1.88837,79370,0.0446337,1.00231,1.89274,2346,Col,0.0
W+2_RB3+_S07,2,7,3,1.97474,41819,0.00892478,1.00128,1.97726,2346,Col,93.44660186799999
W+2_RB3-_S07,2,7,3,1.91444,40029,0.0192262,1.00139,1.9171,2346,Col,91.7288131715
W+2_RB4+_S07,2,7,4,1.94295,36205,0.00831813,1.00118,1.94525,2346,Col,46.428569794
W+2_RB4-_S07,2,7,4,1.84378,36787,0.00912189,1.00095,1.84553,2346,Col,54.0510520935
W+2_RB1in_S08,2,8,1,2.12547,108386,0.0391419,1.00443,2.13489,2346,Col,55.980571747
W+2_RB1out_S08,2,8,1,2.04221,92165,0.0417904,1.0036,2.04957,2346,Col,58.8473739625
W+2_RB2in_S08,2,8,2,1.78372,79017,0.00977449,1.00381,1.79051,2346,Col,71.7798976895
W+2_RB2out_S08,2,8,2,1.39597,55011,0.0487477,1.003,1.40016,2346,Col,71.81096394866667
W+2_RB3+_S08,2,8,3,1.95853,44061,0.0061786,1.0012,1.96088,2346,Col,93.89937972999999
W+2_RB3-_S08,2,8,3,1.99214,42072,0.00615559,1.00128,1.99469,2346,Col,91.1524467465
W+2_RB4+_S08,2,8,4,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+2_RB4-_S08,2,8,4,1.86838,38868,0.00519156,1.0014,1.87099,2346,Col,63.949581146
W+2_RB1in_S09,2,9,1,2.35098,109055,0.00840753,1.0039,2.36014,2346,Col,53.777574539
W+2_RB1out_S09,2,9,1,2.18854,97055,0.00832074,1.00326,2.19567,2346,Col,60.676116943
W+2_RB2in_S09,2,9,2,2.12094,106081,0.00825736,1.00363,2.12864,2346,Col,81.9515457155
W+2_RB2out_S09,2,9,2,1.77679,81846,0.011115,1.00281,1.78178,2346,Col,83.63868713366666
W+2_RB3+_S09,2,9,3,1.71612,36301,0.00534203,1.00057,1.71709,2346,Col,93.298545837
W+2_RB3-_S09,2,9,3,1.91187,43281,0.00309215,1.00111,1.91399,2346,Col,93.0053405765
W+2_RB4_S09,2,9,4,1.82558,40223,0.00885036,1.00173,1.82873,2346,Col,62.3917751315
W+2_RB1in_S10,2,10,1,2.13632,103836,0.00536982,1.00361,2.14404,2346,Col,55.467557907
W+2_RB1out_S10,2,10,1,1.95797,89166,0.00483092,1.00335,1.96453,2346,Col,61.028274536
W+2_RB2in_S10,2,10,2,2.19443,104229,0.0117692,1.00325,2.20157,2346,Col,81.3374214175
W+2_RB2out_S10,2,10,2,1.82306,79086,0.00728429,1.00263,1.82786,2346,Col,82.53759002666668
W+2_RB3+_S10,2,10,3,1.87361,39773,0.00428679,1.00094,1.87538,2346,Col,93.0858879085
W+2_RB3-_S10,2,10,3,1.8124,37812,0.00417006,1.00072,1.8137,2346,Col,92.16493225100001
W+2_RB4+_S10,2,10,4,1.94787,50590,0.00720006,1.00177,1.95132,2346,Col,96.265224457
W+2_RB4-_S10,2,10,4,1.41851,30576,0.0058919,1.00205,1.42141,2346,Col,81.177558899
W+2_RB1in_S11,2,11,1,2.44669,120196,0.0092619,1.0044,2.45744,2346,Col,55.259220123000006
W+2_RB1out_S11,2,11,1,1.52442,63326,0.00712549,1.00358,1.52987,2346,Col,52.74044799799999
W+2_RB2in_S11,2,11,2,1.98792,97132,0.00370439,1.00364,1.99515,2346,Col,81.97220230100001
W+2_RB2out_S11,2,11,2,1.83499,80110,0.00989532,1.00273,1.84,2346,Col,83.04528299966667
W+2_RB3+_S11,2,11,3,2.09566,42588,0.003789,1.00074,2.09721,2346,Col,90.3373794555
W+2_RB3-_S11,2,11,3,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+2_RB4_S11,2,11,4,1.81548,36600,0.0207341,1.00134,1.81791,2346,Col,60.541667938
W+2_RB1in_S12,2,12,1,2.36622,56186,0.0065698,1.00419,2.37613,2346,Col,25.4073371885
W+2_RB1out_S12,2,12,1,1.77913,42701,0.0055831,1.0036,1.78553,2346,Col,30.762274400917647
W+2_RB2in_S12,2,12,2,1.91036,94202,0.00571881,1.0034,1.91686,2346,Col,81.25900650049999
W+2_RB2out_S12,2,12,2,1.88222,83550,0.00576719,1.00276,1.88741,2346,Col,82.34461975066667
W+2_RB3+_S12,2,12,3,1.75852,38422,0.00430226,1.00124,1.7607,2346,Col,92.23056793200001
W+2_RB3-_S12,2,12,3,0.0,0,0.0,0.0,0.0,2346,Col,0.0
W+2_RB4+_S12,2,12,4,1.90939,40036,0.00557993,1.00153,1.9123,2346,Col,60.235733032
W+2_RB4-_S12,2,12,4,1.71885,24607,0.00419111,1.00056,1.71981,2346,Col,39.0664958955
W-2_RB1in_S01,-2,1,1,2.05556,111,0.0925926,1.0,2.05556,1311,Cos,89.50030899000001
W-2_RB1out_S01,-2,1,1,2.08333,125,0.0166667,1.0,2.08333,1311,Cos,92.230319977
W-2_RB2in_S01,-2,1,2,1.76042,169,0.239583,1.0,1.76042,1311,Cos,93.0160102845
W-2_RB2out_S01,-2,1,2,1.82716,148,0.111111,1.0,1.82716,1311,Cos,92.44735717766666
W-2_RB3+_S01,-2,1,3,1.30769,17,-0.846154,1.0,1.30769,1311,Cos,92.42584991449999
